date,time,subject,blocknum,blockcode,trialnum,trialcode,response,latency,correct,stimulus1,vpcode_hd1
3/13/24,17:16:43,5,5,Test_erik2,11,erikICre,205,465,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,12,erikICli,203,484,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,13,erikCOre,205,439,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,14,erikICre,205,540,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,15,erikCOre,205,411,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,16,erikCOre,205,489,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,17,erikICre,205,523,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,18,erikCOli,203,444,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,19,erikCOre,205,425,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,20,erikICre,205,470,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,21,erikICre,205,473,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,22,erikCOli,203,476,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,23,erikCOre,205,495,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,24,erikICli,203,466,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,25,erikICre,205,468,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,26,erikCOre,205,480,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,27,erikICre,205,531,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,28,erikCOre,205,524,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,29,erikCOre,205,525,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,30,erikCOli,203,574,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,31,erikCOre,205,565,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,32,erikICli,203,532,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,33,erikCOli,203,541,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,34,erikICli,203,549,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,35,erikCOli,203,613,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,36,erikCOre,205,450,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,37,erikCOre,205,487,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,38,erikICli,203,497,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,39,erikCOre,205,508,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,40,erikICli,203,493,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,41,erikCOli,203,544,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,42,erikCOre,205,528,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,43,erikCOre,205,513,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,44,erikICli,203,537,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,45,erikICli,203,538,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,46,erikCOre,205,506,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,47,erikCOre,205,532,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,48,erikICli,203,557,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,49,erikICli,203,540,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,50,erikICli,203,548,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,51,erikCOli,203,509,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,52,erikCOre,205,606,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,53,erikCOli,203,572,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,54,erikICre,205,562,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,55,erikICli,203,545,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,56,erikICre,205,569,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,57,erikCOli,203,537,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,58,erikICre,205,609,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,59,erikCOre,205,567,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,60,erikCOli,203,518,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,61,erikICre,205,568,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,62,erikICre,205,600,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,63,erikICre,205,565,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,64,erikICre,205,548,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,65,erikCOre,205,508,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,66,erikICre,205,550,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,67,erikCOli,203,558,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,68,erikICli,203,542,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,69,erikCOli,203,550,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,70,erikICre,205,558,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,71,erikCOli,203,566,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,72,erikICli,203,581,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,73,erikCOre,205,547,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,74,erikCOre,205,676,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,75,erikCOre,205,814,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,76,erikCOre,205,539,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,77,erikICli,203,532,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,78,erikICre,205,829,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,79,erikICre,205,489,1,+,0
3/13/24,17:16:43,5,5,Test_erik2,80,erikICli,203,515,1,+,0
3/13/24,17:16:43,5,6,SM2Test_Abr,1,SM2_Abr1,Body,2851,1,Cash,0
3/13/24,17:16:43,5,6,SM2Test_Abr,2,SM2_Abr2,Spinach,4353,1,Cello,0
3/13/24,17:16:43,5,6,SM2Test_Abr,3,SM2_Abr3,Duck,2040,1,Chip,0
3/13/24,17:16:43,5,6,SM2Test_Abr,4,SM2_Abr4,Bamboo,2927,1,Glass,0
3/13/24,17:16:43,5,6,SM2Test_Abr,5,SM2_Abr5,Radio,2778,1,Flower,0
3/13/24,17:16:43,5,6,SM2Test_Abr,6,SM2_Abr6,Pencil,3449,1,Tuna,0
3/13/24,17:16:43,5,6,SM2Test_Abr,7,SM2_Abr7,Shed,10293,1,Armband,0
3/13/24,17:16:43,5,6,SM2Test_Abr,8,SM2_Abr8,Cup,4994,1,Horse,0
3/13/24,17:16:43,5,6,SM2Test_Abr,9,SM2_Abr9,Kitchen,2768,1,Cabbage,0
3/13/24,17:16:43,5,6,SM2Test_Abr,10,SM2_Abr10,Canvas,3838,1,Wing,0
3/13/24,17:16:43,5,6,SM2Test_Abr,11,SM2_Abr11,Coast,2299,1,Diner,0
3/13/24,17:16:43,5,6,SM2Test_Abr,12,SM2_Abr12,Palace,3115,1,Brain,0
3/13/24,17:16:43,5,6,SM2Test_Abr,13,SM2_Abr13,Poker,2451,1,Stream,0
3/13/24,17:16:43,5,6,SM2Test_Abr,14,SM2_Abr14,Mountains,5433,1,Stage,0
3/13/24,17:16:43,5,6,SM2Test_Abr,15,SM2_Abr15,Rhino,3081,1,Pumpkin,0
3/13/24,17:16:43,5,6,SM2Test_Abr,16,SM2_Abr16,Pepper,5856,1,Airplane,0
3/13/24,17:16:43,5,6,SM2Test_Abr,17,SM2_Abr17,Glove,2869,1,Goldfish,0
3/13/24,17:16:43,5,6,SM2Test_Abr,18,SM2_Abr18,Straw,17073,0,River,0
3/13/24,17:16:43,5,6,SM2Test_Abr,19,SM2_Abr19,Hut,4977,1,Piano,0
3/13/24,17:16:43,5,6,SM2Test_Abr,20,SM2_Abr20,Cream,8821,1,Garden,0
3/14/24,17:06:08,6,1,SM2Practice,1,achtung,0,1700,0,Attention!,0
3/14/24,17:06:08,6,1,SM2Practice,2,SM2_P_T1,0,2800,0,Photo,0
3/14/24,17:06:08,6,1,SM2Practice,3,SM2_P_T2,0,2800,0,Sign,0
3/14/24,17:06:08,6,1,SM2Practice,4,SM2_P_T3,0,2800,0,Box,0
3/14/24,17:06:08,6,2,SM2Practice_Abr,1,SM2_P_Abr1,Pen,3912,0,Floor,0
3/14/24,17:06:08,6,2,SM2Practice_Abr,2,SM2_P_Abr2,Floor,4300,0,Box,0
3/14/24,17:06:08,6,2,SM2Practice_Abr,3,SM2_P_Abr3,box,4328,0,Photo,0
3/14/24,17:06:08,6,3,SM2Test,1,achtung,0,1700,0,Attention!,0
3/14/24,17:06:08,6,3,SM2Test,2,SM2_T1,0,2800,0,Pepper,0
3/14/24,17:06:08,6,3,SM2Test,3,SM2_T2,0,2800,0,Glove,0
3/14/24,17:06:08,6,3,SM2Test,4,SM2_T3,0,2800,0,Straw,0
3/14/24,17:06:08,6,3,SM2Test,5,SM2_T4,0,2800,0,Mountains,0
3/14/24,17:06:08,6,3,SM2Test,6,SM2_T5,0,2800,0,Pencil,0
3/14/24,17:06:08,6,3,SM2Test,7,SM2_T6,0,2800,0,Wing,0
3/14/24,17:06:08,6,3,SM2Test,8,SM2_T7,0,2800,0,Cabbage,0
3/14/24,17:06:08,6,3,SM2Test,9,SM2_T8,0,2800,0,Piano,0
3/14/24,17:06:08,6,3,SM2Test,10,SM2_T9,0,2800,0,Brain,0
3/14/24,17:06:08,6,3,SM2Test,11,SM2_T10,0,2800,0,Horse,0
3/14/24,17:06:08,6,3,SM2Test,12,SM2_T11,0,2800,0,Shed,0
3/14/24,17:06:08,6,3,SM2Test,13,SM2_T12,0,2800,0,Pumpkin,0
3/14/24,17:06:08,6,3,SM2Test,14,SM2_T13,0,2800,0,Cash,0
3/14/24,17:06:08,6,3,SM2Test,15,SM2_T14,0,2800,0,Cello,0
3/14/24,17:06:08,6,3,SM2Test,16,SM2_T15,0,2800,0,Glass,0
3/14/24,17:06:08,6,3,SM2Test,17,SM2_T16,0,2800,0,Flower,0
3/14/24,17:06:08,6,3,SM2Test,18,SM2_T17,0,2800,0,Coast,0
3/14/24,17:06:08,6,3,SM2Test,19,SM2_T18,0,2800,0,Cream,0
3/14/24,17:06:08,6,3,SM2Test,20,SM2_T19,0,2800,0,Poker,0
3/14/24,17:06:08,6,3,SM2Test,21,SM2_T20,0,2800,0,Duck,0
3/14/24,17:06:08,6,4,Pract_erik2,1,erikICli,205,3266,0,+,0
3/14/24,17:06:08,6,4,Pract_erik2,2,erikICre,203,1960,0,+,0
3/14/24,17:06:08,6,4,Pract_erik2,3,erikCOre,205,756,1,+,0
3/14/24,17:06:08,6,4,Pract_erik2,4,erikCOli,203,683,1,+,0
3/14/24,17:06:08,6,4,Pract_erik2,5,erikICre,205,1110,1,+,0
3/14/24,17:06:08,6,4,Pract_erik2,6,erikCOre,205,790,1,+,0
3/14/24,17:06:08,6,4,Pract_erik2,7,erikCOli,203,636,1,+,0
3/14/24,17:06:08,6,4,Pract_erik2,8,erikICre,205,761,1,+,0
3/14/24,17:06:08,6,4,Pract_erik2,9,erikICli,205,695,0,+,0
3/14/24,17:06:08,6,4,Pract_erik2,10,erikCOre,205,545,1,+,0
3/14/24,17:06:08,6,4,Pract_erik2,11,erikCOli,203,409,1,+,0
3/14/24,17:06:08,6,4,Pract_erik2,12,erikICli,203,631,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,1,erikCOre,205,441,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,2,erikICli,203,646,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,3,erikICre,203,634,0,+,0
3/14/24,17:06:08,6,5,Test_erik2,4,erikICli,205,455,0,+,0
3/14/24,17:06:08,6,5,Test_erik2,5,erikICli,205,913,0,+,0
3/14/24,17:06:08,6,5,Test_erik2,6,erikICli,203,690,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,7,erikCOli,203,892,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,8,erikCOre,205,446,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,9,erikCOli,203,434,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,10,erikICli,203,983,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,11,erikICre,203,669,0,+,0
3/14/24,17:06:08,6,5,Test_erik2,12,erikICli,203,569,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,13,erikCOre,203,1040,0,+,0
3/14/24,17:06:08,6,5,Test_erik2,14,erikICre,203,762,0,+,0
3/14/24,17:06:08,6,5,Test_erik2,15,erikCOre,205,434,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,16,erikCOre,205,511,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,17,erikICre,205,176,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,18,erikCOli,203,440,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,19,erikCOre,205,365,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,20,erikICre,205,5653,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,21,erikICre,205,670,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,22,erikCOli,203,457,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,23,erikCOre,205,340,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,24,erikICli,205,533,0,+,0
3/14/24,17:06:08,6,5,Test_erik2,25,erikICre,203,526,0,+,0
3/14/24,17:06:08,6,5,Test_erik2,26,erikCOre,205,447,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,27,erikICre,203,1451,0,+,0
3/14/24,17:06:08,6,5,Test_erik2,28,erikCOre,205,709,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,29,erikCOre,205,407,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,30,erikCOli,203,405,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,31,erikCOre,205,426,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,32,erikICli,205,1159,0,+,0
3/14/24,17:06:08,6,5,Test_erik2,33,erikCOli,203,461,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,34,erikICli,203,513,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,35,erikCOli,203,410,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,36,erikCOre,205,448,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,37,erikCOre,205,389,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,38,erikICli,203,587,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,39,erikCOre,205,281,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,40,erikICli,203,509,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,41,erikCOli,203,463,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,42,erikCOre,205,393,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,43,erikCOre,203,480,0,+,0
3/14/24,17:06:08,6,5,Test_erik2,44,erikICli,203,1011,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,45,erikICli,203,495,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,46,erikCOre,205,442,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,47,erikCOre,205,566,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,48,erikICli,203,534,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,49,erikICli,203,559,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,50,erikICli,203,406,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,51,erikCOli,203,524,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,52,erikCOre,205,692,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,53,erikCOli,203,470,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,54,erikICre,203,553,0,+,0
3/14/24,17:06:08,6,5,Test_erik2,55,erikICli,205,593,0,+,0
3/14/24,17:06:08,6,5,Test_erik2,56,erikICre,203,495,0,+,0
3/14/24,17:06:08,6,5,Test_erik2,57,erikCOli,203,617,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,58,erikICre,205,767,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,59,erikCOre,205,582,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,60,erikCOli,203,861,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,61,erikICre,205,744,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,62,erikICre,205,582,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,63,erikICre,205,493,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,64,erikICre,205,616,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,65,erikCOre,205,381,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,66,erikICre,205,476,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,67,erikCOli,203,567,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,68,erikICli,203,511,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,69,erikCOli,203,473,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,70,erikICre,205,748,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,71,erikCOli,203,531,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,72,erikICli,203,811,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,73,erikCOre,205,496,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,74,erikCOre,205,395,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,75,erikCOre,205,457,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,76,erikCOre,205,381,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,77,erikICli,203,516,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,78,erikICre,203,542,0,+,0
3/14/24,17:06:08,6,5,Test_erik2,79,erikICre,205,902,1,+,0
3/14/24,17:06:08,6,5,Test_erik2,80,erikICli,203,552,1,+,0
3/14/24,17:06:08,6,6,SM2Test_Abr,1,SM2_Abr1,,4218,0,Cash,0
3/14/24,17:06:08,6,6,SM2Test_Abr,2,SM2_Abr2,,2574,0,Cello,0
3/14/24,17:06:08,6,6,SM2Test_Abr,3,SM2_Abr3,,1574,0,Chip,0
3/14/24,17:06:08,6,6,SM2Test_Abr,4,SM2_Abr4,,2145,0,Glass,0
3/14/24,17:06:08,6,6,SM2Test_Abr,5,SM2_Abr5,,1501,0,Flower,0
3/14/24,17:06:08,6,6,SM2Test_Abr,6,SM2_Abr6,,1748,0,Tuna,0
3/14/24,17:06:08,6,6,SM2Test_Abr,7,SM2_Abr7,,1037,0,Armband,0
3/14/24,17:06:08,6,6,SM2Test_Abr,8,SM2_Abr8,,2111,0,Horse,0
3/14/24,17:06:08,6,6,SM2Test_Abr,9,SM2_Abr9,,756,0,Cabbage,0
3/14/24,17:06:08,6,6,SM2Test_Abr,10,SM2_Abr10,,833,0,Wing,0
3/14/24,17:06:08,6,6,SM2Test_Abr,11,SM2_Abr11,town,5728,0,Diner,0
3/14/24,17:06:08,6,6,SM2Test_Abr,12,SM2_Abr12,,1761,0,Brain,0
3/14/24,17:06:08,6,6,SM2Test_Abr,13,SM2_Abr13,,2947,0,Stream,0
3/14/24,17:06:08,6,6,SM2Test_Abr,14,SM2_Abr14,,904,0,Stage,0
3/14/24,17:06:08,6,6,SM2Test_Abr,15,SM2_Abr15,,2438,0,Pumpkin,0
3/14/24,17:06:08,6,6,SM2Test_Abr,16,SM2_Abr16,pepper,4785,1,Airplane,0
3/14/24,17:06:08,6,6,SM2Test_Abr,17,SM2_Abr17,,1903,0,Goldfish,0
3/14/24,17:06:08,6,6,SM2Test_Abr,18,SM2_Abr18,,1181,0,River,0
3/14/24,17:06:08,6,6,SM2Test_Abr,19,SM2_Abr19,,713,0,Piano,0
3/14/24,17:06:08,6,6,SM2Test_Abr,20,SM2_Abr20,,1637,0,Garden,0
3/18/24,15:27:08,3,1,SM2Practice,1,achtung,0,1700,0,Attention!,0
3/18/24,15:27:08,3,1,SM2Practice,2,SM2_P_T1,0,2800,0,Photo,0
3/18/24,15:27:08,3,1,SM2Practice,3,SM2_P_T2,0,2800,0,Sign,0
3/18/24,15:27:08,3,1,SM2Practice,4,SM2_P_T3,0,2800,0,Box,0
3/18/24,15:27:08,3,2,SM2Practice_Abr,1,SM2_P_Abr1,sign,6039,1,Floor,0
3/18/24,15:27:08,3,2,SM2Practice_Abr,2,SM2_P_Abr2,board,5819,1,Box,0
3/18/24,15:27:08,3,2,SM2Practice_Abr,3,SM2_P_Abr3,pen,4623,1,Photo,0
3/18/24,15:27:08,3,3,SM2Test,1,achtung,0,1700,0,Attention!,0
3/18/24,15:27:08,3,3,SM2Test,2,SM2_T1,0,2800,0,Pepper,0
3/18/24,15:27:08,3,3,SM2Test,3,SM2_T2,0,2800,0,Glove,0
3/18/24,15:27:08,3,3,SM2Test,4,SM2_T3,0,2800,0,Straw,0
3/18/24,15:27:08,3,3,SM2Test,5,SM2_T4,0,2800,0,Mountains,0
3/18/24,15:27:08,3,3,SM2Test,6,SM2_T5,0,2800,0,Pencil,0
3/18/24,15:27:08,3,3,SM2Test,7,SM2_T6,0,2800,0,Wing,0
3/18/24,15:27:08,3,3,SM2Test,8,SM2_T7,0,2800,0,Cabbage,0
3/18/24,15:27:08,3,3,SM2Test,9,SM2_T8,0,2800,0,Piano,0
3/18/24,15:27:08,3,3,SM2Test,10,SM2_T9,0,2800,0,Brain,0
3/18/24,15:27:08,3,3,SM2Test,11,SM2_T10,0,2800,0,Horse,0
3/18/24,15:27:08,3,3,SM2Test,12,SM2_T11,0,2800,0,Shed,0
3/18/24,15:27:08,3,3,SM2Test,13,SM2_T12,0,2800,0,Pumpkin,0
3/18/24,15:27:08,3,3,SM2Test,14,SM2_T13,0,2800,0,Cash,0
3/18/24,15:27:08,3,3,SM2Test,15,SM2_T14,0,2800,0,Cello,0
3/18/24,15:27:08,3,3,SM2Test,16,SM2_T15,0,2800,0,Glass,0
3/18/24,15:27:08,3,3,SM2Test,17,SM2_T16,0,2800,0,Flower,0
3/18/24,15:27:08,3,3,SM2Test,18,SM2_T17,0,2800,0,Coast,0
3/18/24,15:27:08,3,3,SM2Test,19,SM2_T18,0,2800,0,Cream,0
3/18/24,15:27:08,3,3,SM2Test,20,SM2_T19,0,2800,0,Poker,0
3/18/24,15:27:08,3,3,SM2Test,21,SM2_T20,0,2800,0,Duck,0
3/18/24,15:27:08,3,4,Pract_erik2,1,erikCOre,205,1075,1,+,0
3/18/24,15:27:08,3,4,Pract_erik2,2,erikICli,203,564,1,+,0
3/18/24,15:27:08,3,4,Pract_erik2,3,erikCOre,205,764,1,+,0
3/18/24,15:27:08,3,4,Pract_erik2,4,erikCOli,203,491,1,+,0
3/18/24,15:27:08,3,4,Pract_erik2,5,erikCOli,203,565,1,+,0
3/18/24,15:27:08,3,4,Pract_erik2,6,erikICli,205,405,0,+,0
3/18/24,15:27:08,3,4,Pract_erik2,7,erikCOli,203,427,1,+,0
3/18/24,15:27:08,3,4,Pract_erik2,8,erikICre,203,640,0,+,0
3/18/24,15:27:08,3,4,Pract_erik2,9,erikCOre,205,604,1,+,0
3/18/24,15:27:08,3,4,Pract_erik2,10,erikICre,205,634,1,+,0
3/18/24,15:27:08,3,4,Pract_erik2,11,erikICre,205,454,1,+,0
3/18/24,15:27:08,3,4,Pract_erik2,12,erikICli,203,433,1,+,0
3/18/24,15:27:08,3,5,Test_erik2,1,erikCOre,205,577,1,+,0
