date,time,subject,blocknum,blockcode,trialnum,trialcode,response,correct,latency,stimulus1
3/13/24,16:08:26,003,4,test_fi_as1,7,blank6,0,0,1141,0
3/13/24,16:08:26,003,4,test_fi_as1,8,fi_as1,38,0,726,PRIESTS
3/13/24,16:08:26,003,4,test_fi_as1,9,blank3,0,0,788,0
3/13/24,16:08:26,003,4,test_fi_as1,10,fi_as1,38,0,680,PEPPER
3/13/24,16:08:26,003,4,test_fi_as1,11,blank2,0,0,671,0
3/13/24,16:08:26,003,4,test_fi_as1,12,fi_as1,38,0,593,WOBBLY
3/13/24,16:08:26,003,4,test_fi_as1,13,blank3,0,0,788,0
3/13/24,16:08:26,003,4,test_fi_as1,14,fi_as1,30,0,6281,BARNDOOR
3/13/24,16:08:26,003,4,test_fi_as1,15,blank3,0,0,788,0
3/13/24,16:08:26,003,4,test_fi_as1,16,fi_as1,38,0,1178,PUDDING
3/13/24,16:08:26,003,4,test_fi_as1,17,blank2,0,0,671,0
3/13/24,16:08:26,003,4,test_fi_as1,18,fi_as1,30,0,830,CARROT
3/13/24,16:08:26,003,4,test_fi_as1,19,blank9,0,0,1494,0
3/13/24,16:08:26,003,4,test_fi_as1,20,fi_as1,38,0,1311,DOCTOR
3/13/24,16:08:26,003,4,test_fi_as1,21,blank2,0,0,671,0
3/13/24,16:08:26,003,4,test_fi_as1,22,fi_as1,30,0,1350,METAL
3/13/24,16:08:26,003,4,test_fi_as1,23,blank8,0,0,1376,0
3/13/24,16:08:26,003,4,test_fi_as1,24,fi_as1,38,0,1948,RULER
3/13/24,16:08:26,003,4,test_fi_as1,25,blank1,0,0,553,0
3/13/24,16:08:26,003,4,test_fi_as1,26,fi_as1,38,0,613,LURCH
3/13/24,16:08:26,003,4,test_fi_as1,27,blank9,0,0,1494,0
3/13/24,16:08:26,003,4,test_fi_as1,28,fi_as1,30,0,551,GRAVEL
3/13/24,16:08:26,003,4,test_fi_as1,29,blank4,0,0,906,0
3/13/24,16:08:26,003,4,test_fi_as1,30,fi_as1,38,0,692,SEEDING
3/13/24,16:08:26,003,4,test_fi_as1,31,blank10,0,0,1612,0
3/13/24,16:08:26,003,4,test_fi_as1,32,fi_as1,38,0,685,VOGUE
3/13/24,16:08:26,003,4,test_fi_as1,33,blank10,0,0,1612,0
3/13/24,16:08:26,003,4,test_fi_as1,34,fi_as1,30,0,607,PLAIN
3/13/24,16:08:26,003,4,test_fi_as1,35,blank8,0,0,1376,0
3/13/24,16:08:26,003,4,test_fi_as1,36,fi_as1,38,0,1278,GOGGLE
3/13/24,16:08:26,003,4,test_fi_as1,37,blank4,0,0,906,0
3/13/24,16:08:26,003,4,test_fi_as1,38,fi_as1,38,0,724,ZIPPER
3/13/24,16:08:26,003,4,test_fi_as1,39,blank7,0,0,1259,0
3/13/24,16:08:26,003,4,test_fi_as1,40,fi_as1,38,0,443,GOLDEN
3/13/24,16:08:26,003,4,test_fi_as1,41,blank2,0,0,671,0
3/13/24,16:08:26,003,4,test_fi_as1,42,fi_as1,38,0,438,FUELS
3/13/24,16:08:26,003,4,test_fi_as1,43,blank9,0,0,1494,0
3/13/24,16:08:26,003,4,test_fi_as1,44,fi_as1,38,0,462,BOSTON
3/13/24,16:08:26,003,4,test_fi_as1,45,blank7,0,0,1259,0
3/13/24,16:08:26,003,4,test_fi_as1,46,fi_as1,30,0,536,FLAME
3/13/24,16:08:26,003,4,test_fi_as1,47,blank4,0,0,906,0
3/13/24,16:08:26,003,4,test_fi_as1,48,fi_as1,38,0,462,RESCUE
3/13/24,16:08:26,003,4,test_fi_as1,49,blank6,0,0,1141,0
3/13/24,16:08:26,003,4,test_fi_as1,50,fi_as1,38,0,461,CLINGING
3/13/24,16:08:26,003,4,test_fi_as1,51,blank1,0,0,553,0
3/13/24,16:08:26,003,4,test_fi_as1,52,fi_as1,38,0,564,BETTOR
3/13/24,16:08:26,003,4,test_fi_as1,53,blank5,0,0,1024,0
3/13/24,16:08:26,003,4,test_fi_as1,54,fi_as1,30,0,443,ORGANS
3/13/24,16:08:26,003,4,test_fi_as1,55,blank3,0,0,788,0
3/13/24,16:08:26,003,4,test_fi_as1,56,fi_as1,38,0,402,SCHOOL
3/13/24,16:08:26,003,4,test_fi_as1,57,blank6,0,0,1141,0
3/13/24,16:08:26,003,4,test_fi_as1,58,fi_as1,38,0,419,COPPER
3/13/24,16:08:26,003,4,test_fi_as1,59,blank5,0,0,1024,0
3/13/24,16:08:26,003,4,test_fi_as1,60,fi_as1,38,0,376,CUTEY
3/13/24,16:08:26,003,4,test_fi_as1,61,blank1,0,0,553,0
3/13/24,16:08:26,003,4,test_fi_as1,62,fi_as1,38,0,387,BUTTER
3/13/24,16:08:26,003,4,test_fi_as1,63,blank6,0,0,1141,0
3/13/24,16:08:26,003,4,test_fi_as1,64,fi_as1,30,0,341,ORANGE
3/13/24,16:08:26,003,4,test_fi_as1,65,blank1,0,0,553,0
3/13/24,16:08:26,003,4,test_fi_as1,66,fi_as1,38,0,393,COUCH
3/13/24,16:08:26,003,4,test_fi_as1,67,blank7,0,0,1259,0
3/13/24,16:08:26,003,4,test_fi_as1,68,fi_as1,38,0,414,INSECT
3/13/24,16:08:26,003,4,test_fi_as1,69,blank5,0,0,1024,0
3/13/24,16:08:26,003,4,test_fi_as1,70,fi_as1,38,0,627,GLITTER
3/13/24,16:08:26,003,4,test_fi_as1,71,blank10,0,0,1612,0
3/13/24,16:08:26,003,4,test_fi_as1,72,fi_as1,38,0,431,WINDOW
3/13/24,16:08:26,003,4,test_fi_as1,73,blank8,0,0,1376,0
3/13/24,16:08:26,003,4,test_fi_as1,74,fi_as1,38,0,381,MUTTER
3/13/24,16:08:26,003,4,test_fi_as1,75,blank8,0,0,1376,0
3/13/24,16:08:26,003,4,test_fi_as1,76,fi_as1,30,0,413,CLAPPING
3/13/24,16:08:26,003,4,test_fi_as1,77,blank4,0,0,906,0
3/13/24,16:08:26,003,4,test_fi_as1,78,fi_as1,30,0,632,DAMPER
3/13/24,16:08:26,003,4,test_fi_as1,79,blank5,0,0,1024,0
3/13/24,16:08:26,003,4,test_fi_as1,80,fi_as1,38,0,444,HOTEL
3/13/24,16:08:26,003,5,test_fi_as2,1,blank_1st,0,0,1500,0
3/13/24,16:08:26,003,5,test_fi_as2,2,fi_as2,30,0,537,IMPACT
3/13/24,16:08:26,003,5,test_fi_as2,3,blank10,0,0,1612,0
3/13/24,16:08:26,003,5,test_fi_as2,4,fi_as2,30,0,585,CARTOON
3/13/24,16:08:26,003,5,test_fi_as2,5,blank1,0,0,553,0
3/13/24,16:08:26,003,5,test_fi_as2,6,fi_as2,30,0,483,BAGEL
3/13/24,16:08:26,003,5,test_fi_as2,7,blank4,0,0,906,0
3/13/24,16:08:26,003,5,test_fi_as2,8,fi_as2,30,0,473,HAMMER
3/13/24,16:08:26,003,5,test_fi_as2,9,blank9,0,0,1494,0
3/13/24,16:08:26,003,5,test_fi_as2,10,fi_as2,38,0,561,LESSON
3/13/24,16:08:26,003,5,test_fi_as2,11,blank1,0,0,553,0
3/13/24,16:08:26,003,5,test_fi_as2,12,fi_as2,38,0,1060,GUILTY
3/13/24,16:08:26,003,5,test_fi_as2,13,blank2,0,0,671,0
3/13/24,16:08:26,003,5,test_fi_as2,14,fi_as2,30,0,509,PAPER
3/13/24,16:08:26,003,5,test_fi_as2,15,blank1,0,0,553,0
3/13/24,16:08:26,003,5,test_fi_as2,16,fi_as2,38,0,451,DINNER
3/13/24,16:08:26,003,5,test_fi_as2,17,blank4,0,0,906,0
3/13/24,16:08:26,003,5,test_fi_as2,18,fi_as2,38,0,508,SCORPION
3/13/24,16:08:26,003,5,test_fi_as2,19,blank8,0,0,1376,0
3/13/24,16:08:26,003,5,test_fi_as2,20,fi_as2,38,0,407,TENTH
3/13/24,16:08:26,003,5,test_fi_as2,21,blank10,0,0,1612,0
3/13/24,16:08:26,003,5,test_fi_as2,22,fi_as2,38,0,428,IMPLORE
3/13/24,16:08:26,003,5,test_fi_as2,23,blank2,0,0,671,0
3/13/24,16:08:26,003,5,test_fi_as2,24,fi_as2,38,0,392,LIGHT
3/13/24,16:08:26,003,5,test_fi_as2,25,blank4,0,0,906,0
3/13/24,16:08:26,003,5,test_fi_as2,26,fi_as2,38,0,404,BUSHES
3/13/24,16:08:26,003,5,test_fi_as2,27,blank8,0,0,1376,0
3/13/24,16:08:26,003,5,test_fi_as2,28,fi_as2,38,0,403,CHESS
3/13/24,16:08:26,003,5,test_fi_as2,29,blank8,0,0,1376,0
3/13/24,16:08:26,003,5,test_fi_as2,30,fi_as2,30,0,562,CRACKER
3/13/24,16:08:26,003,5,test_fi_as2,31,blank7,0,0,1259,0
3/13/24,16:08:26,003,5,test_fi_as2,32,fi_as2,38,0,767,PUPPY
3/13/24,16:08:26,003,5,test_fi_as2,33,blank2,0,0,671,0
3/13/24,16:08:26,003,5,test_fi_as2,34,fi_as2,38,0,445,SUNNY
3/13/24,16:08:26,003,5,test_fi_as2,35,blank3,0,0,788,0
3/13/24,16:08:26,003,5,test_fi_as2,36,fi_as2,38,0,491,SWITCH
3/13/24,16:08:26,003,5,test_fi_as2,37,blank5,0,0,1024,0
3/13/24,16:08:26,003,5,test_fi_as2,38,fi_as2,38,0,438,GRIND
3/13/24,16:08:26,003,5,test_fi_as2,39,blank5,0,0,1024,0
3/13/24,16:08:26,003,5,test_fi_as2,40,fi_as2,38,0,402,JUNGLE
3/13/24,16:08:26,003,5,test_fi_as2,41,blank9,0,0,1494,0
3/13/24,16:08:26,003,5,test_fi_as2,42,fi_as2,38,0,461,WOOLLEY
3/13/24,16:08:26,003,5,test_fi_as2,43,blank6,0,0,1141,0
3/13/24,16:08:26,003,5,test_fi_as2,44,fi_as2,38,0,396,RUSTLING
3/13/24,16:08:26,003,5,test_fi_as2,45,blank5,0,0,1024,0
3/13/24,16:08:26,003,5,test_fi_as2,46,fi_as2,38,0,338,GROSS
3/13/24,16:08:26,003,5,test_fi_as2,47,blank2,0,0,671,0
3/13/24,16:08:26,003,5,test_fi_as2,48,fi_as2,38,0,386,WINTER
3/13/24,16:08:26,003,5,test_fi_as2,49,blank10,0,0,1612,0
3/13/24,16:08:26,003,5,test_fi_as2,50,fi_as2,38,0,456,FLASH
3/13/24,16:08:26,003,5,test_fi_as2,51,blank5,0,0,1024,0
3/13/24,16:08:26,003,5,test_fi_as2,52,fi_as2,38,0,635,PUDDING
3/13/24,16:08:26,003,5,test_fi_as2,53,blank10,0,0,1612,0
3/13/24,16:08:26,003,5,test_fi_as2,54,fi_as2,38,0,983,SMITH
3/13/24,16:08:26,003,5,test_fi_as2,55,blank4,0,0,906,0
3/13/24,16:08:26,003,5,test_fi_as2,56,fi_as2,30,0,689,MAILED
3/13/24,16:08:26,003,5,test_fi_as2,57,blank6,0,0,1141,0
3/13/24,16:08:26,003,5,test_fi_as2,58,fi_as2,38,0,606,COPING
3/13/24,16:08:26,003,5,test_fi_as2,59,blank3,0,0,788,0
3/13/24,16:08:26,003,5,test_fi_as2,60,fi_as2,38,0,510,ZIPPER
3/13/24,16:08:26,003,5,test_fi_as2,61,blank3,0,0,788,0
3/13/24,16:08:26,003,5,test_fi_as2,62,fi_as2,38,0,449,GETTING
3/13/24,16:08:26,003,5,test_fi_as2,63,blank7,0,0,1259,0
3/13/24,16:08:26,003,5,test_fi_as2,64,fi_as2,38,0,427,RUSTLE
3/13/24,16:08:26,003,5,test_fi_as2,65,blank7,0,0,1259,0
3/13/24,16:08:26,003,5,test_fi_as2,66,fi_as2,30,0,423,STAMPS
3/13/24,16:08:26,003,5,test_fi_as2,67,blank9,0,0,1494,0
3/13/24,16:08:26,003,5,test_fi_as2,68,fi_as2,30,0,561,STRANGE
3/13/24,16:08:26,003,5,test_fi_as2,69,blank6,0,0,1141,0
3/13/24,16:08:26,003,5,test_fi_as2,70,fi_as2,38,0,451,FEEDER
3/13/24,16:08:26,003,5,test_fi_as2,71,blank9,0,0,1494,0
3/13/24,16:08:26,003,5,test_fi_as2,72,fi_as2,38,0,779,REPTILE
3/13/24,16:08:26,003,5,test_fi_as2,73,blank1,0,0,553,0
3/13/24,16:08:26,003,5,test_fi_as2,74,fi_as2,38,0,477,FISHER
3/13/24,16:08:26,003,5,test_fi_as2,75,blank7,0,0,1259,0
3/13/24,16:08:26,003,5,test_fi_as2,76,fi_as2,38,0,494,NOBLE
3/13/24,16:08:26,003,5,test_fi_as2,77,blank3,0,0,788,0
3/13/24,16:08:26,003,5,test_fi_as2,78,fi_as2,38,0,411,WINGS
3/13/24,16:08:26,003,5,test_fi_as2,79,blank8,0,0,1376,0
3/13/24,16:08:26,003,5,test_fi_as2,80,fi_as2,30,0,626,FABRIC
3/13/24,16:08:26,003,6,SMf2_Abr,1,SMf2_Abr12,SMf_Pos15,0,9528,
3/13/24,16:08:26,003,6,SMf2_Abr,2,SMf2_Abr2,SMf_Pos5,1,4544,
3/13/24,16:08:26,003,6,SMf2_Abr,3,SMf2_Abr4,o18,0,15408,b
3/13/24,16:08:26,003,6,SMf2_Abr,4,SMf2_Abr3,c11,0,17096,b
3/13/24,16:08:26,003,6,SMf2_Abr,5,SMf2_Abr8,SMf_Pos3,0,2787,
3/13/24,16:08:26,003,6,SMf2_Abr,6,SMf2_Abr6,j14,0,14645,b
3/13/24,16:08:26,003,6,SMf2_Abr,7,SMf2_Abr1,c11,1,2574,b
3/13/24,16:08:26,003,6,SMf2_Abr,8,SMf2_Abr10,SMf_Pos12,1,2946,
3/13/24,16:08:26,003,6,SMf2_Abr,9,SMf2_Abr11,SMf_Pos3,0,2918,
3/13/24,16:08:26,003,6,SMf2_Abr,10,SMf2_Abr9,f12,1,4244,b
3/13/24,16:08:26,003,6,SMf2_Abr,11,SMf2_Abr7,q17,1,2802,b
3/13/24,16:08:26,003,6,SMf2_Abr,12,SMf2_Abr5,SMf_Pos15,0,5317,
3/13/24,17:03:32,004,1,SMf2Practice,1,achtung,0,0,1700,Attention!
3/13/24,17:03:32,004,1,SMf2Practice,2,SMf2_P_T1,0,0,2800,a
3/13/24,17:03:32,004,1,SMf2Practice,3,SMf2_P_T2,0,0,2800,i
3/13/24,17:03:32,004,1,SMf2Practice,4,SMf2_P_T3,0,0,2800,u
3/13/24,17:03:32,004,2,SMf2Practice_Abr,1,SMf2_P_Abr1,SMf_Pos9,1,2497,
3/13/24,17:03:32,004,2,SMf2Practice_Abr,2,SMf2_P_Abr2,i12,1,4123,u
3/13/24,17:03:32,004,2,SMf2Practice_Abr,3,SMf2_P_Abr3,SMf_Pos12,1,2138,
3/13/24,17:03:32,004,3,SMf2,1,achtung,0,0,1700,Attention!
3/13/24,17:03:32,004,3,SMf2,2,SMf2_T1,0,0,2800,c
3/13/24,17:03:32,004,3,SMf2,3,SMf2_T2,0,0,2800,r
3/13/24,17:03:32,004,3,SMf2,4,SMf2_T3,0,0,2800,s
3/13/24,17:03:32,004,3,SMf2,5,SMf2_T4,0,0,2800,f
3/13/24,17:03:32,004,3,SMf2,6,SMf2_T5,0,0,2800,h
3/13/24,17:03:32,004,3,SMf2,7,SMf2_T6,0,0,2800,q
3/13/24,17:03:32,004,3,SMf2,8,SMf2_T7,0,0,2800,b
3/13/24,17:03:32,004,3,SMf2,9,SMf2_T8,0,0,2800,j
3/13/24,17:03:32,004,3,SMf2,10,SMf2_T9,0,0,2800,y
3/13/24,17:03:32,004,3,SMf2,11,SMf2_T10,0,0,2800,o
3/13/24,17:03:32,004,3,SMf2,12,SMf2_T11,0,0,2800,m
3/13/24,17:03:32,004,3,SMf2,13,SMf2_T12,0,0,2800,x
3/13/24,17:03:32,004,4,test_fi_as1,1,blank_1st,0,0,1500,0
3/13/24,17:03:32,004,4,test_fi_as1,2,fi_as1,30,0,14905,BRUTE
3/13/24,17:03:32,004,4,test_fi_as1,3,blank6,0,0,1141,0
3/13/24,17:03:32,004,4,test_fi_as1,4,fi_as1,30,0,4689,RICHTER
3/13/24,17:03:32,004,4,test_fi_as1,5,blank10,0,0,1612,0
3/13/24,17:03:32,004,4,test_fi_as1,6,fi_as1,30,0,2721,HOUSE
3/13/24,17:03:32,004,4,test_fi_as1,7,blank5,0,0,1024,0
3/13/24,17:03:32,004,4,test_fi_as1,8,fi_as1,30,0,2366,PRIESTS
3/13/24,17:03:32,004,4,test_fi_as1,9,blank10,0,0,1612,0
3/13/24,17:03:32,004,4,test_fi_as1,10,fi_as1,30,0,1153,PEPPER
3/13/24,17:03:32,004,4,test_fi_as1,11,blank9,0,0,1494,0
3/13/24,17:03:32,004,4,test_fi_as1,12,fi_as1,30,0,972,WOBBLY
3/13/24,17:03:32,004,4,test_fi_as1,13,blank4,0,0,906,0
3/13/24,17:03:32,004,4,test_fi_as1,14,fi_as1,38,0,1943,BARNDOOR
3/13/24,17:03:32,004,4,test_fi_as1,15,blank7,0,0,1259,0
3/13/24,17:03:32,004,4,test_fi_as1,16,fi_as1,30,0,1130,PUDDING
3/13/24,17:03:32,004,4,test_fi_as1,17,blank4,0,0,906,0
3/13/24,17:03:32,004,4,test_fi_as1,18,fi_as1,38,0,1071,CARROT
3/13/24,17:03:32,004,4,test_fi_as1,19,blank2,0,0,671,0
3/13/24,17:03:32,004,4,test_fi_as1,20,fi_as1,30,0,719,DOCTOR
3/13/24,17:03:32,004,4,test_fi_as1,21,blank1,0,0,553,0
3/13/24,17:03:32,004,4,test_fi_as1,22,fi_as1,38,0,2132,METAL
3/13/24,17:03:32,004,4,test_fi_as1,23,blank3,0,0,788,0
3/13/24,17:03:32,004,4,test_fi_as1,24,fi_as1,30,0,659,RULER
3/13/24,17:03:32,004,4,test_fi_as1,25,blank2,0,0,671,0
3/13/24,17:03:32,004,4,test_fi_as1,26,fi_as1,30,0,989,LURCH
3/13/24,17:03:32,004,4,test_fi_as1,27,blank6,0,0,1141,0
3/13/24,17:03:32,004,4,test_fi_as1,28,fi_as1,38,0,734,GRAVEL
3/13/24,17:03:32,004,4,test_fi_as1,29,blank5,0,0,1024,0
3/13/24,17:03:32,004,4,test_fi_as1,30,fi_as1,30,0,694,SEEDING
3/13/24,17:03:32,004,4,test_fi_as1,31,blank1,0,0,553,0
3/13/24,17:03:32,004,4,test_fi_as1,32,fi_as1,30,0,900,VOGUE
3/13/24,17:03:32,004,4,test_fi_as1,33,blank9,0,0,1494,0
3/13/24,17:03:32,004,4,test_fi_as1,34,fi_as1,38,0,816,PLAIN
3/13/24,17:03:32,004,4,test_fi_as1,35,blank2,0,0,671,0
3/13/24,17:03:32,004,4,test_fi_as1,36,fi_as1,30,0,1379,GOGGLE
3/13/24,17:03:32,004,4,test_fi_as1,37,blank4,0,0,906,0
3/13/24,17:03:32,004,4,test_fi_as1,38,fi_as1,30,0,998,ZIPPER
3/13/24,17:03:32,004,4,test_fi_as1,39,blank1,0,0,553,0
3/13/24,17:03:32,004,4,test_fi_as1,40,fi_as1,30,0,647,GOLDEN
3/13/24,17:03:32,004,4,test_fi_as1,41,blank9,0,0,1494,0
3/13/24,17:03:32,004,4,test_fi_as1,42,fi_as1,30,0,831,FUELS
3/13/24,17:03:32,004,4,test_fi_as1,43,blank6,0,0,1141,0
3/13/24,17:03:32,004,4,test_fi_as1,44,fi_as1,30,0,1774,BOSTON
3/13/24,17:03:32,004,4,test_fi_as1,45,blank1,0,0,553,0
3/13/24,17:03:32,004,4,test_fi_as1,46,fi_as1,38,0,1237,FLAME
3/13/24,17:03:32,004,4,test_fi_as1,47,blank5,0,0,1024,0
3/13/24,17:03:32,004,4,test_fi_as1,48,fi_as1,30,0,712,RESCUE
3/13/24,17:03:32,004,4,test_fi_as1,49,blank3,0,0,788,0
3/13/24,17:03:32,004,4,test_fi_as1,50,fi_as1,30,0,916,CLINGING
3/13/24,17:03:32,004,4,test_fi_as1,51,blank3,0,0,788,0
3/13/24,17:03:32,004,4,test_fi_as1,52,fi_as1,30,0,726,BETTOR
3/13/24,17:03:32,004,4,test_fi_as1,53,blank8,0,0,1376,0
3/13/24,17:03:32,004,4,test_fi_as1,54,fi_as1,38,0,864,ORGANS
3/13/24,17:03:32,004,4,test_fi_as1,55,blank10,0,0,1612,0
3/13/24,17:03:32,004,4,test_fi_as1,56,fi_as1,30,0,890,SCHOOL
3/13/24,17:03:32,004,4,test_fi_as1,57,blank7,0,0,1259,0
3/13/24,17:03:32,004,4,test_fi_as1,58,fi_as1,30,0,546,COPPER
3/13/24,17:03:32,004,4,test_fi_as1,59,blank7,0,0,1259,0
3/13/24,17:03:32,004,4,test_fi_as1,60,fi_as1,30,0,585,CUTEY
3/13/24,17:03:32,004,4,test_fi_as1,61,blank2,0,0,671,0
3/13/24,17:03:32,004,4,test_fi_as1,62,fi_as1,30,0,653,BUTTER
3/13/24,17:03:32,004,4,test_fi_as1,63,blank8,0,0,1376,0
3/13/24,17:03:32,004,4,test_fi_as1,64,fi_as1,38,0,2145,ORANGE
3/13/24,17:03:32,004,4,test_fi_as1,65,blank8,0,0,1376,0
3/13/24,17:03:32,004,4,test_fi_as1,66,fi_as1,30,0,576,COUCH
3/13/24,17:03:32,004,4,test_fi_as1,67,blank7,0,0,1259,0
3/13/24,17:03:32,004,4,test_fi_as1,68,fi_as1,30,0,597,INSECT
3/13/24,17:03:32,004,4,test_fi_as1,69,blank9,0,0,1494,0
3/13/24,17:03:32,004,4,test_fi_as1,70,fi_as1,30,0,647,GLITTER
3/13/24,17:03:32,004,4,test_fi_as1,71,blank10,0,0,1612,0
3/13/24,17:03:32,004,4,test_fi_as1,72,fi_as1,30,0,507,WINDOW
3/13/24,17:03:32,004,4,test_fi_as1,73,blank5,0,0,1024,0
3/13/24,17:03:32,004,4,test_fi_as1,74,fi_as1,30,0,588,MUTTER
3/13/24,17:03:32,004,4,test_fi_as1,75,blank6,0,0,1141,0
3/13/24,17:03:32,004,4,test_fi_as1,76,fi_as1,38,0,645,CLAPPING
3/13/24,17:03:32,004,4,test_fi_as1,77,blank8,0,0,1376,0
3/13/24,17:03:32,004,4,test_fi_as1,78,fi_as1,38,0,842,DAMPER
3/13/24,17:03:32,004,4,test_fi_as1,79,blank4,0,0,906,0
3/13/24,17:03:32,004,4,test_fi_as1,80,fi_as1,30,0,987,HOTEL
3/13/24,17:03:32,004,5,test_fi_as2,1,blank_1st,0,0,1500,0
3/13/24,17:03:32,004,5,test_fi_as2,2,fi_as2,38,0,697,IMPACT
3/13/24,17:03:32,004,5,test_fi_as2,3,blank3,0,0,788,0
3/13/24,17:03:32,004,5,test_fi_as2,4,fi_as2,38,0,733,CARTOON
3/13/24,17:03:32,004,5,test_fi_as2,5,blank8,0,0,1376,0
3/13/24,17:03:32,004,5,test_fi_as2,6,fi_as2,38,0,486,BAGEL
3/13/24,17:03:32,004,5,test_fi_as2,7,blank2,0,0,671,0
3/13/24,17:03:32,004,5,test_fi_as2,8,fi_as2,38,0,535,HAMMER
3/13/24,17:03:32,004,5,test_fi_as2,9,blank5,0,0,1024,0
3/13/24,17:03:32,004,5,test_fi_as2,10,fi_as2,30,0,879,LESSON
3/13/24,17:03:32,004,5,test_fi_as2,11,blank1,0,0,553,0
3/13/24,17:03:32,004,5,test_fi_as2,12,fi_as2,30,0,837,GUILTY
3/13/24,17:03:32,004,5,test_fi_as2,13,blank3,0,0,788,0
3/13/24,17:03:32,004,5,test_fi_as2,14,fi_as2,38,0,498,PAPER
3/13/24,17:03:32,004,5,test_fi_as2,15,blank5,0,0,1024,0
3/13/24,17:03:32,004,5,test_fi_as2,16,fi_as2,30,0,844,DINNER
3/13/24,17:03:32,004,5,test_fi_as2,17,blank10,0,0,1612,0
3/13/24,17:03:32,004,5,test_fi_as2,18,fi_as2,30,0,1687,SCORPION
3/13/24,17:03:32,004,5,test_fi_as2,19,blank6,0,0,1141,0
3/13/24,17:03:32,004,5,test_fi_as2,20,fi_as2,30,0,714,TENTH
3/13/24,17:03:32,004,5,test_fi_as2,21,blank1,0,0,553,0
3/13/24,17:03:32,004,5,test_fi_as2,22,fi_as2,30,0,847,IMPLORE
3/13/24,17:03:32,004,5,test_fi_as2,23,blank9,0,0,1494,0
3/13/24,17:03:32,004,5,test_fi_as2,24,fi_as2,30,0,607,LIGHT
3/13/24,17:03:32,004,5,test_fi_as2,25,blank4,0,0,906,0
3/13/24,17:03:32,004,5,test_fi_as2,26,fi_as2,30,0,649,BUSHES
3/13/24,17:03:32,004,5,test_fi_as2,27,blank2,0,0,671,0
3/13/24,17:03:32,004,5,test_fi_as2,28,fi_as2,30,0,660,CHESS
3/13/24,17:03:32,004,5,test_fi_as2,29,blank9,0,0,1494,0
3/13/24,17:03:32,004,5,test_fi_as2,30,fi_as2,38,0,730,CRACKER
3/13/24,17:03:32,004,5,test_fi_as2,31,blank9,0,0,1494,0
3/13/24,17:03:32,004,5,test_fi_as2,32,fi_as2,30,0,471,PUPPY
3/13/24,17:03:32,004,5,test_fi_as2,33,blank6,0,0,1141,0
3/13/24,17:03:32,004,5,test_fi_as2,34,fi_as2,30,0,525,SUNNY
3/13/24,17:03:32,004,5,test_fi_as2,35,blank10,0,0,1612,0
3/13/24,17:03:32,004,5,test_fi_as2,36,fi_as2,30,0,1118,SWITCH
3/13/24,17:03:32,004,5,test_fi_as2,37,blank3,0,0,788,0
3/13/24,17:03:32,004,5,test_fi_as2,38,fi_as2,30,0,487,GRIND
3/13/24,17:03:32,004,5,test_fi_as2,39,blank5,0,0,1024,0
3/13/24,17:03:32,004,5,test_fi_as2,40,fi_as2,30,0,530,JUNGLE
